borrower_id,score_date,device_type,app_sessions_last_30d,avg_airtime_recharge_ngn,has_prior_loan,prior_loan_default,social_media_linked,contact_list_size
BRW9BAD3CF8,2022-07-09,Android,21,4558.37,False,False,False,79
BRW789993F1,2023-10-15,Android,3,2015.94,False,False,True,59
BRWF9DDF158,2023-01-19,Feature Phone,11,1981.04,False,True,False,342
BRW76E9C179,2022-09-14,iOS,53,1667.65,True,False,False,385
BRWE9153421,2024-01-14,Android,39,2571.49,True,False,True,114
BRW7BE06FC6,2022-12-29,Feature Phone,1,1339.89,True,False,True,263
BRW28C0B490,2023-07-25,Feature Phone,31,905.4,True,True,True,234
BRWCF38CCA1,2022-12-10,iOS,21,705.11,False,False,False,345
BRW83E1DC23,2024-05-01,Feature Phone,34,3684.41,True,False,False,123
BRW81F99559,2022-10-01,Android,55,294.07,False,False,True,496
BRW9CD2625A,2024-06-17,iOS,34,4639.06,False,False,True,200
BRW00706C53,2024-07-03,Android,33,4217.35,False,False,False,457
BRW272C9891,2023-05-23,Feature Phone,50,3891.99,False,True,False,305
BRW212482BD,2024-07-17,Android,5,2048.78,True,False,True,367
BRW5D90C9CA,2023-12-19,iOS,39,2273.8,True,False,True,484
BRW042C59D1,2022-10-12,Android,40,2728.35,False,True,True,435
BRWAA1A319D,2023-01-04,Android,42,1690.07,True,False,True,352
BRW359B3AB9,2023-06-02,Android,22,311.07,False,False,True,453
BRW43096EE1,2023-05-10,Android,54,4122.07,False,False,False,22
BRW8007A732,2023-07-02,Android,19,1277.51,False,False,True,491
BRW0A1D445A,2024-02-11,Android,18,3145.7,False,False,True,143
BRWA1A30CBC,2022-06-02,Android,9,3963.09,False,False,True,187
BRW775F6441,2024-02-01,Android,22,3429.88,True,False,True,316
BRW2BCBA828,2022-06-19,Android,0,3996.31,False,False,True,489
BRWDEC826C3,2023-10-29,Feature Phone,21,1226.17,True,False,True,488
BRW13C7B4FB,2023-07-02,iOS,29,2299.2,True,False,True,180
BRWDF99DA6A,2023-01-26,Android,6,3555.88,True,False,True,323
BRW9DB261A5,2022-09-15,iOS,9,1931.44,False,False,True,387
BRW8F5CD545,2023-12-27,Android,16,3875.49,False,False,True,40
BRW7651F794,2023-08-07,Android,17,968.92,True,False,True,381
BRWB5EF47F4,2024-07-21,iOS,20,1575.3,True,False,True,179
BRW7ABF5D97,2022-06-16,Android,19,3806.74,False,True,False,199
BRWCBFDF489,2023-11-29,Android,0,2524.31,True,False,False,433
BRWD8075EEB,2024-07-01,Android,0,4707.9,False,False,True,155
BRW3EC217C6,2024-03-11,Feature Phone,25,151.0,True,False,True,20
BRW2F959B2C,2023-02-05,Android,60,3407.39,True,False,False,52
BRW1CC7BDCD,2022-11-10,Android,35,1777.91,True,False,False,446
BRW7C8E36FC,2022-12-28,Feature Phone,48,1620.86,True,False,True,16
BRW0CD27F6F,2022-08-26,Android,1,1331.18,True,False,False,274
BRWB30A79E3,2023-08-10,Android,28,1791.65,True,False,False,417
BRWCBBE374E,2023-10-27,iOS,12,1975.72,True,False,True,144
BRW72468349,2023-11-18,iOS,26,2586.29,True,True,False,296
BRW41461D37,2024-04-06,Android,44,2673.15,False,False,True,155
BRW30059EDA,2023-06-25,Android,32,2401.12,False,False,False,243
BRWC0294DD9,2024-05-15,iOS,56,3145.06,True,False,True,118
BRW0A1CBA3B,2022-08-31,Android,44,3935.97,True,False,True,414
BRW89916EC2,2023-11-12,iOS,15,792.65,True,False,True,292
BRW8F7019C5,2023-08-17,Feature Phone,46,1595.27,False,False,False,109
BRW4296DAB6,2022-10-31,Android,10,1353.0,False,False,True,84
BRWEA26C1BD,2024-03-26,Android,14,777.37,False,False,True,206
BRWDBE38994,2024-05-02,Android,18,2080.57,True,False,False,466
BRWEB850C14,2023-09-02,Android,23,232.25,True,False,False,341
BRWB704FD23,2023-11-19,Android,5,4541.61,False,False,True,141
BRW2490CFDC,2023-01-14,Android,33,3408.53,True,False,True,24
BRW9F0C633A,2022-12-07,Android,25,929.21,False,False,True,153
BRW4DA78BEA,2024-06-20,Android,19,820.97,True,False,False,161
BRW54959820,2023-06-20,Android,4,4367.21,True,False,True,449
BRWC75F7E8E,2024-06-06,Android,10,1597.32,False,False,False,5
BRW39F7BB33,2023-06-01,iOS,13,451.68,True,False,False,107
BRWCE1574AA,2023-09-17,Android,24,1961.19,False,False,True,372
BRWD869FF90,2023-10-07,Feature Phone,11,1595.13,False,False,True,261
BRW94330648,2023-04-16,iOS,4,963.2,False,False,True,470
BRW45D18BC5,2022-09-17,Android,47,2572.87,True,True,True,365
BRW0821C052,2024-01-19,Android,53,2813.17,True,False,False,337
BRW65A29E0E,2023-10-31,Android,19,3495.82,True,False,True,433
BRW54290F32,2023-09-13,Android,5,3644.45,True,True,True,426
BRW62A8FC6F,2022-12-10,Android,50,2653.92,True,False,True,15
BRW6B923330,2023-06-23,Feature Phone,17,2354.71,False,False,False,315
BRW0C56F398,2022-12-16,Android,48,3522.87,False,False,False,35
BRW047AF55F,2022-12-04,Android,16,643.15,False,False,False,256
BRW9FDF1CA5,2023-08-06,Feature Phone,19,2376.4,False,True,False,192
BRW484981ED,2022-10-20,Feature Phone,56,3749.99,False,False,True,15
BRWD7FD2ECB,2023-07-15,Android,15,3400.68,True,False,True,169
BRW0BA77C55,2023-07-02,iOS,59,1088.16,True,False,False,34
BRWD770BD98,2022-11-14,Android,1,1625.94,False,False,True,362
BRWC398AEF2,2023-12-17,Android,38,4648.26,True,False,True,435
BRW06CA8EC8,2022-07-11,Android,52,1648.48,True,False,True,204
BRW75FA49AF,2024-03-20,Android,26,162.15,False,True,True,80
BRW26A477FB,2024-03-18,Android,37,3234.51,False,True,False,320
BRW4F5AA447,2023-11-06,Android,9,4739.81,False,True,True,210
BRWA268D702,2023-12-08,iOS,25,4857.34,False,False,True,341
BRW89E377F9,2024-05-18,Android,56,4275.69,True,False,True,179
BRWAA865B2B,2023-08-19,Feature Phone,37,3343.1,True,False,True,488
BRW903128A1,2024-07-23,Feature Phone,58,1892.62,True,False,False,494
BRW91A53FFB,2023-06-29,iOS,47,3927.11,True,False,True,193
BRW9555F95E,2023-07-03,iOS,54,3889.32,True,False,True,144
BRW71162E5C,2023-01-21,Android,18,3250.54,True,False,True,397
BRW92F4737E,2023-03-02,iOS,51,2039.07,False,False,True,168
BRW057CE687,2023-05-25,Android,41,477.88,True,True,False,157
BRW9EAFC731,2024-04-18,Android,28,2605.82,False,False,False,374
BRWA4127E41,2022-08-17,Android,34,872.13,False,False,True,438
BRW54BDA0C0,2023-03-19,iOS,30,1214.85,False,False,False,76
BRW82860D30,2023-09-11,Android,46,3591.9,True,False,True,6
BRW2212EC49,2022-09-23,iOS,57,3109.64,False,False,True,430
BRW48869A9C,2023-06-17,iOS,51,847.25,False,False,False,160
BRWCB04B6AD,2023-12-22,Android,44,2775.86,True,False,True,151
BRW190F3EC4,2023-04-07,iOS,44,2831.5,False,False,True,422
BRW6D04974A,2023-04-07,Android,57,2920.05,False,False,False,369
BRW21218D16,2023-09-09,Android,55,421.58,False,False,True,304
BRW3CEE3BBE,2023-09-24,Android,33,494.03,False,True,False,64
BRW971374F1,2024-03-04,Android,10,3937.67,False,False,False,46
BRW63001158,2023-07-09,iOS,49,3135.51,False,False,False,420
BRWB94301F0,2024-01-13,Android,33,2372.75,False,False,False,151
BRW0A9385B1,2023-10-25,Android,50,4221.65,False,False,False,136
BRWCB331157,2022-07-10,Android,6,4929.0,False,False,True,322
BRWFAE15B3B,2023-05-19,Android,51,2478.66,True,False,False,420
BRWE0A3F5F4,2023-03-14,Android,3,846.59,True,True,True,403
BRW0363BF99,2022-12-04,Android,26,3141.14,True,False,False,232
BRWC06D8FF6,2023-10-30,iOS,53,4902.4,True,False,True,472
BRWE65FB5B2,2022-12-30,Feature Phone,12,419.14,True,False,True,215
BRWDA7D4931,2024-01-17,Android,4,3796.43,False,True,True,352
BRW0CA2D2F0,2024-02-20,Android,27,2347.46,False,False,False,326
BRW56EFBCF3,2023-04-05,iOS,29,4048.24,True,False,False,278
BRWD67DC4AE,2023-01-03,Feature Phone,49,2976.43,False,False,True,449
BRW14635C95,2023-06-27,Android,1,2488.6,True,True,True,355
BRWEC7FAD8D,2024-04-25,Android,58,912.69,True,False,True,167
BRWEA40E702,2023-06-19,Android,41,2595.12,True,False,True,93
BRW2B6D9B68,2022-11-01,Android,8,4342.02,False,True,True,406
BRWDA5D2F8F,2023-05-21,iOS,39,4521.51,False,False,True,139
BRW646420F7,2022-10-17,Android,5,2587.24,False,False,True,73
BRW8D0074FD,2022-06-02,iOS,46,4657.31,False,False,True,255
BRW58264830,2022-06-29,Android,46,2202.37,False,False,False,491
BRW200069AE,2024-04-08,iOS,57,3385.7,True,False,True,63
BRW5D82651A,2022-08-22,Feature Phone,30,632.58,True,False,False,259
BRWE073A0C0,2023-01-18,Feature Phone,25,4052.09,False,False,False,345
BRW0A170D8A,2024-03-09,iOS,26,3383.65,True,False,True,115
BRW85B7F49D,2023-08-07,iOS,44,902.1,False,False,False,428
BRW2407F9AE,2022-07-10,Android,55,408.51,True,True,False,363
BRWACC8E019,2024-05-15,Android,55,2897.24,True,False,True,248
BRWDFB672C3,2023-12-16,Android,18,2695.37,True,False,True,344
BRWFD9C67AE,2024-07-11,Android,16,3511.63,True,False,True,353
BRW47ABD0D6,2023-04-06,Feature Phone,19,1627.13,False,False,True,188
BRWC83B8DAC,2023-06-21,Android,24,537.76,False,False,True,87
BRWD80E2C58,2023-01-28,Android,11,3140.71,True,False,False,300
BRWF9169579,2023-10-08,iOS,5,295.3,True,False,True,435
BRW0FF2594F,2023-10-28,iOS,35,2351.75,True,False,True,355
BRW4231C865,2023-05-06,iOS,46,660.99,True,False,True,347
BRW287B718F,2022-08-03,Android,17,1773.91,False,False,False,428
BRWAF97C1C1,2022-12-09,Android,5,3043.64,True,False,False,16
BRWA79C58CD,2022-08-29,Feature Phone,23,2969.99,False,False,True,40
BRW589DC654,2024-07-23,Android,56,2028.49,False,False,True,140
BRW0BCF4C5D,2022-09-19,Android,24,4626.93,False,False,False,264
BRW219EA9C6,2023-04-16,Android,6,4702.4,False,False,False,309
BRW1EE2B9E0,2024-03-05,iOS,10,988.4,False,False,True,405
BRW89CC1FC1,2023-02-25,Android,47,2059.84,False,False,False,293
BRW29AC8565,2024-03-06,Android,8,757.96,False,False,True,345
BRW0306E712,2023-03-12,iOS,24,422.74,True,False,True,411
BRW1CE17CA1,2023-05-12,iOS,7,1543.67,True,True,True,247
BRW5F1362A5,2022-11-22,Android,24,3706.3,False,True,True,269
BRW8B89A884,2024-03-15,Android,26,657.94,False,False,True,253
BRW78A7C58A,2022-09-22,Android,14,4810.72,False,False,True,135
BRW9D54A594,2022-11-06,Feature Phone,56,4465.96,False,False,False,220
BRWB940340D,2023-06-08,Android,23,2944.18,True,True,False,404
BRW1DD77070,2023-10-04,iOS,47,2918.78,False,False,False,381
BRW7F850428,2024-01-11,Feature Phone,39,2736.55,False,False,False,454
BRW2FD75E0D,2022-08-11,iOS,9,4579.45,False,False,True,359
BRWE5AA4527,2023-08-16,iOS,24,2496.91,True,False,True,254
BRW2FBA145F,2022-07-25,Android,46,1533.1,True,False,True,8
BRW4B7DE7E4,2023-11-30,Android,35,1111.85,True,False,False,296
BRW52EE3BC4,2022-08-28,Android,14,3222.89,False,False,False,459
BRWE7188658,2023-02-17,iOS,50,1714.67,False,False,False,361
BRW842A3AB0,2023-11-11,Android,14,363.15,False,True,False,73
BRWA27BC51D,2024-01-03,Android,30,4100.55,False,False,True,468
BRW257A7BBF,2024-07-06,Android,9,4281.72,False,False,True,11
BRW800F841F,2024-06-29,Android,0,3732.06,False,False,True,218
BRW57006798,2023-03-16,Android,29,4393.48,False,False,True,400
BRW01DBDA1F,2023-06-13,Android,15,4226.4,False,False,True,468
BRW1B0214DC,2023-11-19,Android,19,4747.78,True,False,True,332
BRW4EC90468,2023-02-23,Android,43,3256.23,False,False,False,129
BRW06F8AEF2,2023-03-15,Feature Phone,42,1192.29,True,True,True,284
BRW6CEAF6DB,2024-03-30,Android,23,3985.03,False,True,True,77
BRW9AF78AE5,2024-03-10,iOS,28,570.42,True,False,True,274
BRWB7F03969,2023-04-29,Android,21,3048.91,False,False,False,221
BRWB475F95F,2023-03-22,iOS,25,3520.34,False,False,True,419
BRWBCE0D187,2023-05-13,Android,55,2529.93,False,False,True,280
BRWEDF15014,2022-09-30,iOS,50,2230.88,True,False,True,268
BRW965D36A7,2022-08-21,iOS,45,648.65,False,False,True,218
BRWC68E7CFE,2022-11-02,Android,38,2649.04,False,False,False,145
BRW9FE34485,2023-08-06,Android,12,541.07,False,True,False,452
BRW65E153DB,2024-05-13,Android,43,459.05,True,True,False,252
BRW50CA9791,2022-07-19,Android,57,1462.92,True,False,True,294
BRWE4620A4D,2022-12-03,Android,1,1963.94,False,True,False,315
BRW6E550C07,2022-06-15,Android,41,1431.2,False,False,False,83
BRW03CD489A,2023-04-24,Android,54,2104.64,False,False,False,31
BRW19BFD8BF,2023-06-27,iOS,41,4025.8,False,False,True,296
BRWA953688C,2022-06-26,iOS,30,1828.23,True,False,True,82
BRWD190D11C,2024-06-13,Android,13,1714.16,False,False,False,184
BRW22A82FB0,2022-09-25,Android,14,438.99,False,False,False,464
BRWB7949498,2023-03-02,Android,15,998.65,True,False,True,214
BRWD410E18D,2024-02-22,Android,33,3981.05,False,False,False,246
BRW7A88C998,2022-11-09,iOS,19,1226.93,False,False,True,262
BRWC9BB810B,2023-12-14,iOS,9,2380.35,True,False,False,161
BRWA1F4648F,2023-08-01,Android,22,1860.94,True,False,False,266
BRW1C92AA56,2023-02-23,Android,13,4727.39,False,False,True,379
BRW355A312B,2023-06-15,iOS,59,4232.03,True,False,False,302
BRW7753549F,2024-06-15,Android,21,1162.18,False,False,True,444
BRW4054BA4E,2024-03-02,Feature Phone,1,459.86,False,False,True,58
BRW38A64F7C,2024-03-28,Android,34,3661.94,False,False,True,14
BRW42F59BFB,2023-05-29,Feature Phone,40,3269.11,True,False,False,274
BRW0BDDFE77,2023-08-14,iOS,26,3694.93,True,False,True,55
BRWD44FA97C,2023-02-05,Feature Phone,49,3668.7,False,False,False,346
BRW11527A53,2023-03-05,Feature Phone,44,2124.23,True,False,False,184
BRWC66483D4,2024-07-02,Feature Phone,32,4113.28,True,False,False,123
BRW41D2E681,2023-05-29,Android,51,692.63,False,False,True,150
BRWFBB20E29,2022-08-05,Android,11,908.54,False,False,False,466
BRW9F864473,2023-01-15,iOS,14,2169.66,False,False,True,416
BRW9A2367C1,2022-12-06,Android,9,4370.17,False,True,False,336
BRWBC85EF04,2022-10-16,Feature Phone,6,677.21,False,False,True,126
BRWDAE3BA6E,2022-06-29,iOS,20,463.56,True,True,True,460
BRWFD86C707,2024-03-18,Android,16,2352.79,False,False,False,362
BRW6A957ED2,2023-05-07,Android,15,4886.99,True,False,True,379
BRWB22555CE,2024-05-25,Feature Phone,25,4751.0,False,False,True,405
BRWE373C1EB,2024-03-20,Android,55,4159.56,True,False,True,206
BRW9DF16879,2022-12-28,Feature Phone,54,2436.56,True,False,True,373
BRW94906450,2022-06-08,Android,6,1967.61,True,False,True,333
BRW7E1FACF9,2022-11-28,Android,47,3262.88,True,False,True,269
BRW792599F3,2024-03-06,iOS,37,1511.81,False,True,True,176
BRW1C899B1B,2022-10-16,Android,42,3640.21,True,False,False,50
BRWA19F113A,2023-04-07,Android,26,4148.34,False,False,True,323
BRW9E1FE2D7,2023-02-22,iOS,15,3237.19,False,False,True,188
BRWB4E0CA8D,2022-08-23,Android,23,4806.69,False,False,True,379
BRW7E93B610,2022-11-17,Android,43,2723.59,False,False,False,198
BRWEDCA4E96,2022-07-07,Android,31,1603.68,False,False,True,486
BRW27DCA2E2,2022-09-02,Android,24,628.56,True,False,True,152
BRWBA40CB9A,2022-09-07,Android,55,1917.09,False,False,True,488
BRW1F62B369,2023-11-04,Feature Phone,51,2067.91,True,False,True,188
BRW2B2096FF,2023-03-05,iOS,38,4307.32,False,False,False,422
BRWD96237D0,2023-09-22,Feature Phone,23,1905.95,False,False,True,149
BRW36C45CBD,2022-06-18,Android,5,3798.5,True,False,True,150
BRWDBBD7FBF,2022-06-26,Android,22,225.56,True,False,False,87
BRW81C6DE17,2022-06-24,Android,47,635.21,True,False,False,113
BRWF82D75FC,2023-02-17,Android,1,2637.26,True,False,False,344
BRW4F5BF1AB,2024-02-04,Android,23,2369.8,False,False,True,342
BRWACBC902A,2024-06-02,Android,28,830.35,True,False,True,252
BRW85A987CC,2022-09-10,Android,24,3704.02,False,False,True,263
BRWA1584083,2024-01-28,Android,47,4348.16,False,False,True,273
BRW95E9FE09,2023-04-23,Feature Phone,51,1660.07,False,False,True,161
BRWCD5B90AB,2023-03-04,Android,18,1315.91,False,False,True,65
BRW8821F400,2023-03-21,Android,34,2612.05,False,False,True,435
BRW42973100,2023-02-25,iOS,59,4717.64,True,False,False,453
BRW4E70AB59,2024-05-07,Android,55,3418.97,False,False,True,358
BRWF3244DDE,2023-10-11,Android,3,594.47,False,False,True,0
BRWCCCE7B92,2023-08-13,Android,21,2650.85,True,False,False,459
BRW936CF676,2024-05-24,iOS,11,4848.03,False,False,True,433
BRWB7114D9B,2023-02-16,Android,46,2561.58,True,False,False,202
BRWFCAF8178,2023-12-14,Android,20,365.6,True,False,True,15
BRW888AA030,2022-12-04,Android,23,1383.02,False,True,False,90
BRWC08A99C8,2024-01-25,Android,15,3185.49,True,False,True,153
BRWFAA75CD7,2022-07-07,Android,6,703.79,True,False,True,21
BRW3AA60B5A,2024-03-05,Android,60,3915.98,True,True,True,464
BRWE56597A6,2023-04-10,Android,13,200.92,True,False,False,101
BRWE115B3DA,2023-04-14,Android,26,1942.17,True,False,True,493
BRW64808127,2022-12-12,iOS,36,295.63,True,False,True,95
BRWAC3FF560,2023-01-14,Android,38,4938.77,False,False,False,351
BRWE16F9FEE,2022-08-16,iOS,35,709.36,False,False,True,250
BRW57C63F89,2023-09-26,Android,46,4837.47,False,True,True,228
BRW324F1262,2024-06-28,Android,35,3046.83,False,True,True,206
BRWB8E86B12,2023-12-18,iOS,28,4593.52,False,False,True,220
BRW867B036E,2023-11-04,iOS,19,4661.61,False,False,True,16
BRW9B0A9FC0,2024-02-02,Android,14,4504.23,True,False,True,150
BRW9A1C6867,2024-02-11,iOS,6,4239.18,True,False,True,305
BRW344706C7,2023-01-22,Android,39,2631.65,False,False,True,448
BRWDFC57122,2023-03-16,Android,20,4097.46,False,False,True,264
BRW3E53CC3F,2022-06-13,Android,58,1747.64,True,False,True,292
BRW33EF57BD,2023-07-29,Android,1,272.84,True,False,True,57
BRWA31E237D,2024-06-07,Android,24,3316.34,False,False,True,56
BRW033233D1,2023-10-16,Android,22,1684.09,True,False,True,320
BRWB18B65BE,2023-12-09,Android,45,4668.66,False,False,True,445
BRWE459D648,2022-09-02,Android,24,3977.55,True,False,True,244
BRW9C5C7C09,2024-07-20,iOS,52,1360.2,False,True,True,20
BRW1A6AED3D,2022-07-25,Android,11,3256.75,True,False,True,474
BRWA1EDE936,2023-04-26,iOS,30,1367.4,False,False,True,207
BRWE4BFCA58,2023-02-28,Android,9,2509.12,False,True,True,299
BRW3E47D4B1,2022-08-11,Android,49,1231.39,True,False,True,114
BRW4F207AD8,2022-12-31,Android,16,1038.31,True,False,True,30
BRW14D6D160,2022-06-26,iOS,52,3789.37,False,False,True,467
BRWC41B2FF0,2022-08-13,iOS,28,2364.72,False,False,True,450
BRW29E08A85,2022-10-15,Android,37,1915.22,False,False,True,56
BRWE184B294,2022-09-08,Android,32,1622.14,True,True,False,89
BRWA8B43DB3,2023-10-11,Android,57,4990.01,True,False,False,28
BRWE19610D1,2024-04-06,iOS,18,4914.78,False,False,False,343
BRW2E71575D,2022-08-28,Android,30,642.51,True,False,False,388
BRW4070E970,2024-01-24,iOS,32,3179.7,False,False,True,78
BRW97645820,2023-06-29,Feature Phone,44,2702.44,False,False,False,44
BRW5405288E,2023-04-10,Android,58,3968.38,True,False,False,108
BRW687EA24C,2022-12-18,Feature Phone,38,4619.4,False,False,False,82
BRW5E0D92E8,2024-05-22,Android,10,4561.05,False,False,True,149
BRWCF0A3CFD,2024-02-20,Android,42,1233.53,True,False,False,450
BRWBAC8187D,2023-01-01,iOS,18,1976.41,False,False,False,290
BRW5AD77C9F,2022-10-03,Android,5,170.87,False,False,False,368
BRW4CA98A50,2022-08-15,Feature Phone,40,2702.58,True,False,True,276
BRWEA953BB3,2023-11-28,Android,12,2185.65,False,False,True,16
BRW886644EB,2023-11-03,iOS,11,1237.77,True,False,True,336
BRWE794F3BE,2024-01-21,Android,10,946.02,False,False,False,185
BRW68E1F0E2,2023-09-04,Android,5,2401.26,False,True,False,419
BRW632D777F,2022-08-28,Feature Phone,41,1151.5,True,False,False,96
BRWF9F6E15A,2022-07-29,Android,18,485.82,True,False,True,486
BRW21B0A36C,2023-03-10,iOS,43,1442.03,False,False,False,480
BRW6AE79DF6,2023-08-27,iOS,14,3812.61,True,True,True,134
BRW57B2723B,2023-11-02,Android,23,2298.7,True,False,False,37
BRWFD57F831,2023-08-05,Android,57,3928.41,True,False,True,224
BRW7861E54C,2022-10-27,iOS,24,1327.71,True,False,True,58
BRWF714B67E,2023-10-05,Feature Phone,19,4697.66,False,False,False,417
BRW7A7BC814,2024-04-22,Android,50,3485.5,True,False,True,207
BRW6593D04E,2024-05-24,iOS,5,1983.73,False,False,True,338
BRW0224AFF7,2022-06-16,iOS,17,4293.0,True,False,True,376
BRWDCBCFA13,2022-06-14,iOS,38,1438.73,True,False,False,389
BRW31D38F73,2024-02-21,Android,6,3510.69,False,False,False,302
BRWCBBDF555,2023-12-07,iOS,27,1712.79,False,True,True,284
BRWBF435D04,2023-10-25,Android,54,3351.35,False,False,True,229
BRW8C8BB9C7,2023-02-23,iOS,59,3437.8,True,False,True,164
BRWA6E0D44F,2023-08-18,Android,43,2918.92,False,False,False,279
BRW1DD9EEC7,2023-11-30,Android,46,2184.76,True,False,True,476
BRW8ED6FDCE,2023-06-12,Android,33,1892.95,False,False,True,440
BRWF1F0F5DD,2023-05-12,Feature Phone,18,4674.54,True,False,True,263
BRW797B5081,2024-01-21,Android,5,617.86,False,True,True,401
BRW0F10E4F4,2024-07-27,iOS,54,2721.93,True,False,True,396
BRWD535310A,2023-04-25,Android,16,3112.58,True,False,True,337
BRWC7447DAE,2022-09-11,iOS,24,2899.6,True,False,True,400
BRW100B1E17,2022-12-23,iOS,18,4824.5,False,False,False,398
BRWE38D21D8,2024-04-18,Android,39,1786.03,True,False,False,324
BRW433953D5,2024-02-17,iOS,29,207.34,True,False,True,33
BRW258B8433,2024-03-02,Android,46,1427.44,False,True,True,389
BRW1578BE04,2023-08-30,iOS,34,3109.38,False,True,True,461
BRWFCEECD41,2023-03-30,iOS,25,4742.42,True,True,True,357
BRW3612E8AB,2022-12-06,iOS,27,806.64,False,False,True,486
BRW4DEB8770,2024-01-03,iOS,45,1849.06,True,False,False,370
BRW9BFAD3B9,2023-12-31,Android,23,1076.47,False,False,False,408
BRWD12E2A74,2022-07-12,Android,29,1906.15,True,False,True,480
BRW244AE56F,2024-01-13,Android,1,1278.48,True,False,False,191
BRWBDE5F7C2,2024-05-06,Feature Phone,60,2582.4,False,False,False,287
BRW68BCE643,2022-10-21,Android,33,702.78,True,False,True,296
BRW0A669AC4,2024-05-06,Android,9,2960.79,True,False,False,465
BRWC87CE477,2024-01-20,Feature Phone,27,4547.69,False,False,False,267
BRWE48C8B9C,2024-08-08,Feature Phone,2,1420.06,False,False,True,373
BRWA63A5133,2023-11-26,Feature Phone,35,3581.03,False,False,True,442
BRWFE779055,2023-10-13,Android,35,4712.86,True,True,True,341
BRWC2887E11,2022-11-20,Feature Phone,19,3461.99,False,False,True,472
BRW1313DA88,2022-10-08,Android,13,4075.13,True,False,False,241
BRW5175BC8B,2024-03-30,Feature Phone,52,272.6,False,False,True,397
BRWE90CD0F8,2024-04-13,iOS,9,2534.86,False,False,True,441
BRW35EB2313,2023-11-09,Feature Phone,60,2771.24,True,False,True,233
BRWC1E1C374,2022-09-16,Android,34,3933.84,False,False,False,382
BRW9CCDAAB3,2023-04-11,Android,50,4333.21,False,False,False,351
BRW497C953E,2024-02-04,Android,45,2043.3,True,False,False,252
BRW8A88B18E,2023-03-14,Android,43,3535.84,True,False,True,450
BRW8A212107,2022-11-07,Android,10,3975.4,True,False,True,171
BRWABD23CFA,2022-06-09,Android,17,4803.08,True,False,False,358
BRW3FD9FA72,2024-08-09,Android,8,1995.54,False,False,False,152
BRWC52D30B4,2022-07-25,Feature Phone,26,2233.83,True,False,True,42
BRW332D4D2C,2022-08-11,Android,2,4071.31,True,False,False,58
BRWF107BF27,2023-12-20,Android,44,2106.26,False,False,True,299
BRW0511CA72,2023-07-15,Android,58,3629.85,True,False,True,138
BRWA46A1331,2023-09-24,Android,1,866.72,True,True,True,412
BRWB13DE796,2022-07-06,Feature Phone,8,1478.06,True,False,False,152
BRWF26B3B6D,2022-06-05,iOS,51,2234.27,False,False,True,293
BRW3ADE3441,2023-07-09,iOS,45,4632.03,True,False,False,234
BRW79804E24,2024-08-09,Android,31,3407.25,True,False,True,18
